p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,Chr,start,end,strand,gene_anno
1.7708839631567302e-16,0.54676373656309,0.554,0.431,4.105617380182563e-12,0,Caacu.v4.11G005970,Chr11,7980342,7981695,+,light-harvesting chlorophyll-protein complex II subunit B1
4.467412623313812e-16,0.6154545872383168,0.457,0.324,1.0357249425890741e-11,0,Caacu.v4.4G005070,Chr4,9016266,9017386,-,"photosystem I reaction center subunit PSI-N, chloroplast, putative / PSI-N, putative (PSAN)"
4.943172997144316e-16,0.5875685782188516,0.494,0.363,1.1460252276579381e-11,0,Caacu.v4.14G006720,Chr14,5013149,5014107,+,2Fe-2S ferredoxin-like superfamily protein
6.436992057691698e-16,0.6826283637111854,0.365,0.237,1.4923522386552434e-11,0,Caacu.v4.20G000470,Chr20,377122,380342,+,photosystem I subunit H2
1.4801054599174859e-15,0.773002014048461,0.342,0.223,3.4314764982726995e-11,0,Caacu.v4.2G004340,Chr2,3223502,3224729,-,photosystem II reaction center W
3.261358250610673e-15,0.5732291093311104,0.5,0.37,7.561132968215784e-11,0,Caacu.v4.3G006740,Chr3,5614151,5614827,+,photosystem II subunit X
1.9433637285658844e-14,0.5643439317513539,0.467,0.338,4.5054944683071465e-10,0,Caacu.v4.1G000800,Chr1,1683822,1686670,+,light harvesting complex of photosystem II
2.1686038055413396e-14,0.6390822224856998,0.379,0.254,5.027691062767042e-10,0,Caacu.v4.9G004210,Chr9,8401979,8404887,-,Chlorophyll A-B binding family protein
8.964829178029908e-14,0.540775393071947,0.569,0.456,2.0784059966344536e-9,0,Caacu.v4.10G013180,Chr10,16115559,16117508,-,photosystem I light harvesting complex gene
1.9673411513397348e-13,0.6605593244235433,0.408,0.29,4.561083725266041e-9,0,Caacu.v4.17G005960,Chr17,10577794,10579547,-,photosystem I subunit O
2.2446171366612864e-13,1.0390379727259396,0.192,0.104,5.203920369635527e-9,0,Caacu.v4.8G017990,Chr8,18499805,18509201,-,GRAS family transcription factor
2.5755146210942013e-13,0.5430333542076355,0.469,0.348,5.971073097544797e-9,0,Caacu.v4.14G005790,Chr14,4221461,4223264,-,light harvesting complex photosystem II subunit
2.648278076830781e-13,0.6422867266558341,0.386,0.274,6.139767893324482e-9,0,Caacu.v4.18G009270,Chr18,8113796,8116292,+,photosystem I light harvesting complex gene
3.8240904327001763e-13,0.7170970779198083,0.301,0.191,8.865771259172088e-9,0,Caacu.v4.3G012530,Chr3,10733572,10737304,-,"cytochrome P450, family 72, subfamily A, polypeptide"
4.1882456095391506e-13,0.7016929358222486,0.304,0.195,9.710028621155567e-9,0,Caacu.v4.11G005960,Chr11,7977694,7979096,-,light-harvesting chlorophyll-protein complex II subunit B1
4.2111997181115e-13,1.2183937390028827,0.133,0.061,9.763245426469702e-9,0,Caacu.v4.10G009770,Chr10,12910223,12911232,-,photosystem II family protein
4.294070020302431e-13,0.6325992809722916,0.146,0.088,9.955371935069156e-9,0,Caacu.v4.3G006860,Chr3,5752267,5753197,+,germin
4.4213294094340873e-13,0.47907487664984494,0.578,0.474,1.0250410102831988e-8,0,Caacu.v4.5G012180,Chr5,10478646,10480464,+,light-harvesting chlorophyll-protein complex II subunit B1
6.968811651742133e-13,0.5494638440941157,0.383,0.29,1.615649293339896e-8,0,Caacu.v4.17G004850,Chr17,9166936,9167925,-,Kunitz family trypsin and protease inhibitor protein
9.137829871138342e-13,0.6517087687851602,0.169,0.103,2.118514477324713e-8,0,Caacu.v4.3G006880,Chr3,5763941,5764894,+,germin
1.142704674372579e-12,0.4384574698335948,0.601,0.494,2.6492465170653868e-8,0,Caacu.v4.11G005950,Chr11,7966482,7972944,-,light-harvesting chlorophyll-protein complex II subunit B1
4.437412684660179e-12,0.6126998656189175,0.347,0.241,1.028769756811616e-7,0,Caacu.v4.19G010210,Chr19,12937987,12940169,+,photosystem I light harvesting complex gene
1.0890163105891312e-11,0.6085974845422726,0.335,0.233,2.524775414469842e-7,0,Caacu.v4.15G012410,Chr15,16124581,16127248,+,glyceraldehyde 3-phosphate dehydrogenase A subunit
1.3405526304861017e-11,0.7823797037904514,0.267,0.171,3.107937218518978e-7,0,Caacu.v4.7G013550,Chr7,18462132,18462694,+,photosystem II reaction center W
2.6726752340977216e-11,0.4962931900369836,0.478,0.368,6.196330262732158e-7,0,Caacu.v4.7G012370,Chr7,17480852,17481969,+,photosystem I subunit E-2
4.578166984655089e-11,0.8945423230953078,0.164,0.089,1.061402233722436e-6,0,Caacu.v4.20G001840,Chr20,1326874,1337504,+,Inorganic H pyrophosphatase family protein
6.289533223445606e-11,0.47673076008026927,0.508,0.399,1.4581653825236295e-6,0,Caacu.v4.5G013330,Chr5,12362837,12365960,+,photosystem I subunit K
9.605407744697422e-11,0.5765278319077387,0.314,0.213,2.2269177315306503e-6,0,Caacu.v4.4G018650,Chr4,20889444,20895759,-,carbonic anhydrase
9.744007749911158e-11,0.5329118374347148,0.371,0.268,2.2590507567394028e-6,0,Caacu.v4.2G007140,Chr2,5502559,5503778,-,photosystem I subunit l
1.1899173720072497e-10,1.6522395687378881,0.066,0.023,2.758704435261608e-6,0,Caacu.v4.12G008100,Chr12,13405508,13406452,-,conserved hypothetical protein
1.5164709132110727e-10,0.4497804043087785,0.443,0.338,3.5157861651885508e-6,0,Caacu.v4.5G012080,Chr5,10419828,10420985,+,light-harvesting chlorophyll-protein complex II subunit B1
2.2558371888046335e-10,0.572099348885625,0.362,0.269,5.229932938524662e-6,0,Caacu.v4.7G016230,Chr7,20549277,20549930,-,CP12 domain-containing protein
2.282817260083675e-10,0.6071875453571949,0.192,0.111,5.292483535777992e-6,0,Caacu.v4.1G019690,Chr1,25232692,25235040,+,Single hybrid motif superfamily protein
4.1228814233031856e-10,0.5360008887118175,0.299,0.204,9.558488291786105e-6,0,Caacu.v4.16G010300,Chr16,10329371,10333320,-,"dicarboxylate diiron protein, putative (Crd1)"
6.081057481537947e-10,0.7615769145574229,0.167,0.095,1.4098323665197575e-5,0,Caacu.v4.15G011110,Chr15,15082878,15088734,-,"cytochrome b6f complex subunit (petM), putative"
6.686961370989773e-10,1.0201280121566505,0.12,0.061,1.550305124250269e-5,0,Caacu.v4.4G001230,Chr4,2511655,2512145,-,Scorpion toxin-like knottin superfamily protein
6.924612429791664e-10,0.5199055217865909,0.34,0.242,1.6054021457228995e-5,0,Caacu.v4.5G005550,Chr5,4313460,4314338,-,Photosystem II 5 kD protein
7.011762203663908e-10,0.7489774541931926,0.144,0.078,1.6256069492974405e-5,0,Caacu.v4.2G006890,Chr2,5290203,5293444,+,stomagen
7.73827406604592e-10,0.3654899674254244,0.652,0.545,1.794041459472086e-5,0,Caacu.v4.2G010540,Chr2,11526180,11527345,+,lipid transfer protein
9.581665325886177e-10,0.7050264510381228,0.24,0.158,2.2214132891534512e-5,0,Caacu.v4.12G007680,Chr12,12869435,12871971,+,photosystem II subunit O-2
1.4101799908327557e-9,0.9799809154492407,0.107,0.052,3.269361290746661e-5,0,Caacu.v4.14G004730,Chr14,3296690,3300668,+,peroxisomal NAD-malate dehydrogenase
1.4122955575865757e-9,0.617869015971269,0.269,0.18,3.274266020708717e-5,0,Caacu.v4.9G012910,Chr9,16448241,16449707,-,Cupredoxin superfamily protein
3.479330465595142e-9,0.7825960795723602,0.143,0.079,8.066479751435777e-5,0,Caacu.v4.4G008220,Chr4,12420876,12428170,+,serine transhydroxymethyltransferase
5.226590173390404e-9,0.4675543757472136,0.352,0.255,1.2117326657988313e-4,0,Caacu.v4.16G010940,Chr16,10879439,10882298,-,light harvesting complex photosystem II
5.515217372882163e-9,0.8435353935738781,0.129,0.07,1.2786479957290007e-4,0,Caacu.v4.3G001690,Chr3,1497517,1498453,+,"CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein"
5.8673472369928756e-9,0.679069676082294,0.127,0.067,1.3602857834244282e-4,0,Caacu.v4.19G009140,Chr19,12152863,12160576,+,alanine-2-oxoglutarate aminotransferase
8.78603785484484e-9,0.4678879407325649,0.447,0.358,2.0369550162672277e-4,0,Caacu.v4.8G003050,Chr8,3898196,3901239,+,photosystem II subunit X
1.4321920571474121e-8,0.5034256814690337,0.246,0.163,3.3203940652905603e-4,0,Caacu.v4.10G015290,Chr10,17933967,17936572,-,protochlorophyllide oxidoreductase A
1.908402121882698e-8,0.5683438374818877,0.189,0.117,4.424439479372847e-4,0,Caacu.v4.7G009340,Chr7,14982410,14983911,-,Thylakoid soluble phosphoprotein TSP9 domain containing protein
2.0042729858771936e-8,0.43021894869113275,0.332,0.26,4.6467064904576855e-4,0,Caacu.v4.9G005680,Chr9,10096332,10098164,+,hypothetical protein
2.360093928428354e-8,0.5936356041333888,0.211,0.136,5.471641763668296e-4,0,Caacu.v4.8G011410,Chr8,13127818,13129457,+,light-harvesting chlorophyll-protein complex I subunit A4
2.4330361353409975e-8,0.5838934237107818,0.292,0.207,5.640750976174569e-4,0,Caacu.v4.11G009080,Chr11,11285084,11286775,-,light-harvesting chlorophyll B-binding protein
2.4626991495007858e-08,0.5418407304026469,0.291,0.209,5.709521708202621e-4,0,Caacu.v4.7G008740,Chr7,14528735,14532065,-,rubisco activase
2.608606635172983e-8,0.6152496541010939,0.217,0.142,6.047793622985044e-4,0,Caacu.v4.6G020660,Chr6,20192979,20197299,-,CAAD domains of cyanobacterial aminoacyl-tRNA synthetase domain containing protein
2.9335021326099427e-8,0.5838385689667052,0.102,0.076,6.801031344242891e-4,0,Caacu.v4.9G005690,Chr9,10100708,10102198,+,hypothetical protein
2.9798336178693073e-8,1.6935334505694857,0.043,0.014,6.908446259668202e-4,0,Caacu.v4.9G004110,Chr9,8321322,8325846,-,GDSL-like Lipase/Acylhydrolase superfamily protein
3.584308277876919e-8,0.78444198401337,0.117,0.062,8.309860311429849e-4,0,Caacu.v4.9G014790,Chr9,17681868,17685823,-,glyceraldehyde-3-phosphate dehydrogenase B subunit
4.529419964907533e-8,0.796885245365656,0.13,0.073,0.0010501007246641624,0,Caacu.v4.12G009270,Chr12,14669803,14674856,+,ferredoxin-NADP(+)-oxidoreductase
4.94939088791339e-8,1.8365409552253897,0.032,0.008,0.0011474667834538402,0,Caacu.v4.18G005610,Chr18,4639338,4641081,-,Transcription factor bHLH61
6.167921748117459e-8,0.8158593852790119,0.117,0.063,0.0014299709780835517,0,Caacu.v4.1G038720,Chr1,40200165,40200650,+,conserved hypothetical protein
6.751644825758884e-8,0.7761839904820509,0.159,0.097,0.0015653013364039397,0,Caacu.v4.8G010720,Chr8,12371625,12379879,+,PLC-like phosphodiesterases superfamily protein
8.077337509368698e-8,0.5369906526413586,0.27,0.192,0.001872649928172039,0,Caacu.v4.7G012240,Chr7,17366420,17366752,+,hypothetical protein
8.298587564176094e-8,0.5533157852152888,0.23,0.154,0.0019239445408785855,0,Caacu.v4.2G026240,Chr2,30770203,30771260,+,photosystem I subunit D-1
9.282244457327942e-8,0.9840862158432352,0.076,0.035,0.00215199555498691,0,Caacu.v4.2G025630,Chr2,30251453,30254617,-,glutamine synthetase
1.0001991349480068e-7,1.3928631090383135,0.045,0.016,0.0023188616744634592,0,Caacu.v4.1G020510,Chr1,26062901,26063869,-,oleosin
1.0196171149400871e-7,0.5328539494693518,0.158,0.095,0.002363880319277098,0,Caacu.v4.8G014980,Chr8,16182501,16185087,+,acyl carrier protein
1.1920771111615339e-7,0.6458853288815984,0.14,0.082,0.0027637115745169,0,Caacu.v4.8G000030,Chr8,32137,37470,-,Ribosomal L18p/L5e family protein
1.6556909422581008e-7,0.5671516852682652,0.174,0.109,0.0038385538805311807,0,Caacu.v4.18G013180,Chr18,13278797,13280118,-,photosystem I subunit l
1.9449635880084845e-7,0.6249455088815021,0.163,0.102,0.00450920358243887,0,Caacu.v4.11G010830,Chr11,12582064,12586984,+,Glycine cleavage T-protein family
2.16777918922758e-7,0.6953681249626051,0.155,0.095,0.005025779272305221,0,Caacu.v4.2G017130,Chr2,23175754,23181921,-,2-cysteine peroxiredoxin B
2.2718436855278933e-7,0.5230855839239026,0.351,0.273,0.005267042400527868,0,Caacu.v4.17G004770,Chr17,9069416,9070305,-,Kunitz family trypsin and protease inhibitor protein
2.4992606977045926e-7,0.9932177762289252,0.089,0.045,0.005794286001558327,0,Caacu.v4.14G008310,Chr14,6706521,6712455,-,chloroplast RNA binding
2.581740495740376e-7,1.045596872589486,0.064,0.028,0.005985507165324487,0,Caacu.v4.1G019620,Chr1,25180092,25182266,+,conserved hypothetical protein
3.469637179444254e-7,0.7240939921772257,0.144,0.087,0.008044006836823558,0,Caacu.v4.4G012580,Chr4,16091447,16094550,+,ferredoxin-NADP(+)-oxidoreductase
3.615361952675775e-7,1.3599946975014436,0.042,0.015,0.008381855151083516,0,Caacu.v4.8G016690,Chr8,17499048,17500045,-,conserved hypothetical protein
3.9297480583932507e-7,0.42965898233079614,0.313,0.231,0.009110727898578912,0,Caacu.v4.4G010790,Chr4,14682562,14689278,+,photosystem II subunit O-2
2.843926315917371e-27,0.5384596916285833,0.855,0.746,6.593358770822832e-23,1,Caacu.v4.8G009160,Chr8,10746198,10747766,-,Ribulose bisphosphate carboxylase (small chain) family protein
2.399576369006303e-25,0.7914887946705633,0.683,0.548,5.563177853904213e-21,1,Caacu.v4.17G004900,Chr17,9207412,9208342,-,Kunitz family trypsin and protease inhibitor protein
1.5524933559777688e-22,0.6792592979463192,0.63,0.493,3.599300596498859e-18,1,Caacu.v4.11G005950,Chr11,7966482,7972944,-,light-harvesting chlorophyll-protein complex II subunit B1
7.521427234417615e-17,0.6330191958720599,0.598,0.475,1.7437676900273797e-12,1,Caacu.v4.5G012180,Chr5,10478646,10480464,+,light-harvesting chlorophyll-protein complex II subunit B1
7.778888125503156e-13,0.6653997331581021,0.5,0.384,1.8034574230166518e-8,1,Caacu.v4.17G004840,Chr17,9149208,9150800,-,Kunitz family trypsin and protease inhibitor protein
4.338157273104293e-12,0.65168114921756,0.46,0.359,1.0057583821964993e-7,1,Caacu.v4.14G005790,Chr14,4221461,4223264,-,light harvesting complex photosystem II subunit
4.418179779480733e-12,0.6439794963845324,0.541,0.456,1.0243108000748131e-7,1,Caacu.v4.17G004810,Chr17,9129284,9130180,-,Kunitz family trypsin and protease inhibitor protein
9.467911909489974e-12,0.5452464319133723,0.582,0.496,2.1950406970961555e-7,1,Caacu.v4.10G012330,Chr10,15433963,15435370,+,photosystem II light harvesting complex gene 2.1
1.3183567379350036e-11,0.6254454265698461,0.449,0.344,3.0564782612285127e-7,1,Caacu.v4.5G012080,Chr5,10419828,10420985,+,light-harvesting chlorophyll-protein complex II subunit B1
3.816905915310542e-11,0.3798518344700357,0.817,0.783,8.849114674055961e-7,1,Caacu.v4.17G004780,Chr17,9091006,9091892,-,Kunitz family trypsin and protease inhibitor protein
1.6643630075030891e-10,0.5335487293026349,0.533,0.445,3.8586591965951616e-6,1,Caacu.v4.11G005970,Chr11,7980342,7981695,+,light-harvesting chlorophyll-protein complex II subunit B1
6.84062487150608e-10,0.2938817063817627,0.96,0.955,1.5859304702099694e-5,1,Caacu.v4.10G003670,Chr10,3723560,3724544,-,Glycine rich protein family domain containing protein
7.409198654848443e-9,0.36652924504350803,0.584,0.501,1.717748616140063e-4,1,Caacu.v4.5G007280,Chr5,5597038,5599806,+,Peroxidase superfamily protein
1.0452616031348156e-7,0.42460994706439514,0.487,0.413,0.0024233345007077566,1,Caacu.v4.5G013330,Chr5,12362837,12365960,+,photosystem I subunit K
1.2658144062156664e-7,0.5246325659800366,0.442,0.365,0.002934664119370401,1,Caacu.v4.8G003050,Chr8,3898196,3901239,+,photosystem II subunit X
1.9428522564464574e-7,0.7742160770367548,0.238,0.167,0.004504308671345467,1,Caacu.v4.2G014650,Chr2,20175728,20182442,+,"magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)"
2.345297695450289e-7,0.6577946632480822,0.368,0.296,0.00543733817713195,1,Caacu.v4.18G007400,Chr18,6277384,6281793,+,rubisco activase
5.933329000650594e-166,4.84880327112829,0.298,0.017,1.3755829955108338e-161,2,Caacu.v4.10G008530,Chr10,11438357,11442490,-,Subtilisin-like serine endopeptidase family protein
5.8712922393792005e-146,2.999282179909846,0.442,0.082,1.3612003927776738e-141,2,Caacu.v4.10G008490,Chr10,11368511,11372850,-,Subtilase family protein
2.0646775880640823e-121,4.420878387262723,0.285,0.029,4.7867485201677686e-117,2,Caacu.v4.21G004930,Chr21,6942549,6947960,-,ent-kaurenoic acid hydroxylase
5.102545093707937e-110,2.9761693193159,0.385,0.093,1.1829740545252482e-105,2,Caacu.v4.10G008510,Chr10,11403443,11407413,-,Subtilisin-like serine endopeptidase family protein
3.807262046909412e-96,4.699929887195674,0.198,0.014,8.826756329554781e-92,2,Caacu.v4.13G001350,Chr13,1044396,1047891,+,Walls Are Thin
8.013412143093735e-94,3.8206038144750583,0.217,0.02,1.8578294712548514e-89,2,Caacu.v4.3G001200,Chr3,1190886,1194272,-,NmrA-like negative transcriptional regulator family protein
3.0479399116231218e-83,2.8619707636386273,0.326,0.072,7.066343891107046e-79,2,Caacu.v4.15G009490,Chr15,13946130,13952677,-,HVA22 homologue A
1.1804931190112108e-62,1.9069150132461266,0.453,0.178,2.736855247115591e-58,2,Caacu.v4.4G007970,Chr4,12142809,12144824,-,hypothetical protein
1.1951079256242308e-62,4.323190063454693,0.128,0.008,2.7707382147672167e-58,2,Caacu.v4.1G013510,Chr1,19840622,19843894,-,Subtilase family protein
7.391979978657032e-61,3.0189276232592412,0.209,0.045,1.7137566382518463e-56,2,Caacu.v4.2G002650,Chr2,1883096,1884493,-,glutathione S-transferase
7.354211239444956e-60,2.766051993332521,0.362,0.121,1.7050003337529185e-55,2,Caacu.v4.17G009510,Chr17,13737885,13738822,+,metallothionein 2A
1.4965840534842674e-56,3.4107850421909713,0.055,0.006,3.4696804695979256e-52,2,Caacu.v4.19G001930,Chr19,5009961,5010800,-,low-molecular-weight cysteine-rich
2.766287145401507e-55,2.5804010709718304,0.199,0.036,6.413360117898854e-51,2,Caacu.v4.3G001050,Chr3,1116694,1117643,+,sulfotransferase 4A
9.108983671733794e-55,2.0737873581478583,0.317,0.097,2.111826774454763e-50,2,Caacu.v4.20G000280,Chr20,244404,246357,-,delta tonoplast integral protein
4.042858644250429e-52,2.4624931097378906,0.148,0.027,9.372963480830193e-48,2,Caacu.v4.11G007630,Chr11,9919470,9923594,-,Heavy metal transport/detoxification superfamily protein 
1.0999631015511389e-50,2.59065065201285,0.179,0.032,2.5501544546361605e-46,2,Caacu.v4.5G003830,Chr5,2959038,2967162,+,ELMO/CED-12 family protein
1.3708094217512687e-50,4.069010782817592,0.128,0.016,3.1780845633881414e-46,2,Caacu.v4.19G001920,Chr19,4999138,4999988,-,low-molecular-weight cysteine-rich
7.520675975841712e-50,3.8272347348019693,0.116,0.011,1.7435935182391424e-45,2,Caacu.v4.19G001750,Chr19,4689395,4714252,-,P-loop containing nucleoside triphosphate hydrolases superfamily protein
2.5312386849795425e-49,1.8571579520709198,0.35,0.126,5.868423767256571e-45,2,Caacu.v4.16G008090,Chr16,7890988,7893372,-,dehydration-induced protein (ERD15)
3.8121221136230084e-49,2.8841965809566705,0.158,0.027,8.838023908223583e-45,2,Caacu.v4.3G014140,Chr3,12417126,12434502,-,NB-ARC domain-containing disease resistance protein
4.027854990853136e-49,2.5032726048891023,0.18,0.046,9.338179010793911e-45,2,Caacu.v4.2G002620,Chr2,1863623,1864882,-,glutathione S-transferase phi
9.891482274461306e-49,2.8449695400317476,0.169,0.029,2.2932412505111093e-44,2,Caacu.v4.21G004940,Chr21,6962253,6966807,-,"cytochrome P450, family 88, subfamily A, polypeptide"
3.611682983869454e-48,3.038103041301957,0.156,0.026,8.373325829802941e-44,2,Caacu.v4.11G007640,Chr11,9939663,9951753,-,Heavy metal transport/detoxification superfamily protein 
2.951509895873029e-47,2.687192485551016,0.295,0.101,6.84278054259203e-43,2,Caacu.v4.7G005220,Chr7,11054433,11057115,+,Stress responsive A/B Barrel Domain
9.016578359763496e-42,2.423289819318702,0.185,0.042,2.090403526927569e-37,2,Caacu.v4.19G003350,Chr19,7165493,7167332,-,PLANT CADMIUM RESISTANCE
3.84095621946047e-41,3.251846108519497,0.11,0.013,8.904872899197154e-37,2,Caacu.v4.10G011920,Chr10,15043093,15045846,-,IQ-domain
8.12850446977496e-41,2.6463848124953,0.156,0.03,1.8845124762726265e-36,2,Caacu.v4.6G018130,Chr6,17957304,17977366,-,ELMO/CED-12 family protein
6.074350080095111e-39,2.069281486162575,0.199,0.052,1.4082773225692505e-34,2,Caacu.v4.1G000840,Chr1,1779069,1784724,+,RNA-binding (RRM/RBD/RNP motifs) family protein
5.734162492012154e-38,2.0766746725889917,0.158,0.034,1.3294082321480978e-33,2,Caacu.v4.8G000590,Chr8,684745,696054,+,heavy metal atpase
9.213220988574996e-38,1.4861178955137704,0.513,0.308,2.1359931539912272e-33,2,Caacu.v4.2G020780,Chr2,26355418,26356545,+,metallothionein 2A
1.5321391139998526e-37,3.235942000683302,0.1,0.012,3.552111321897258e-33,2,Caacu.v4.21G006680,Chr21,8723657,8728235,+,NSP-interacting kinase
3.103207736900515e-37,1.8974985383730363,0.299,0.118,7.194476817230155e-33,2,Caacu.v4.4G017470,Chr4,19933345,19934757,-,GAST1 protein homolog
3.262498923678513e-35,2.8927003522802366,0.109,0.015,7.5637775046562645e-31,2,Caacu.v4.18G008230,Chr18,6989964,7001021,-,Protein of unknown function (DUF674)
2.7190392855567403e-34,2.671194168528642,0.116,0.019,6.3038206796347466e-30,2,Caacu.v4.8G013370,Chr8,14796835,14800841,+,Protein of Unknown Function (DUF239)
1.3538210533191848e-33,3.2103424203174953,0.052,0.008,3.1386987300151984e-29,2,Caacu.v4.7G002250,Chr7,6564456,6568937,-,Ankyrin repeat family protein
1.5825487729294122e-32,2.5518230082228066,0.039,0.007,3.668981075159549e-28,2,Caacu.v4.7G002270,Chr7,6597296,6601976,-,Ankyrin repeat family protein
2.475193416126221e-32,2.440436801483364,0.142,0.032,5.738488415947031e-28,2,Caacu.v4.3G003840,Chr3,3290604,3295748,+,plant-specific transcription factor YABBY family protein
7.628964277343084e-32,3.5261408992775394,0.087,0.011,1.7686990780592206e-27,2,Caacu.v4.19G005640,Chr19,9416748,9421078,+,NSP-interacting kinase
6.517049923430242e-31,1.8473663083153808,0.189,0.057,1.5109128542480672e-26,2,Caacu.v4.9G011320,Chr9,15173159,15177765,-,O-Glycosyl hydrolases family 17 protein
8.316366599757372e-31,2.8670593252681296,0.012,0.002,1.928066432487749e-26,2,Caacu.v4.10G008470,Chr10,11331778,11335584,-,Subtilisin-like serine endopeptidase family protein
1.0878794665135784e-30,1.1082395394608135,0.451,0.248,2.52213975516508e-26,2,Caacu.v4.7G009170,Chr7,14839822,14843886,+,RNA-binding (RRM/RBD/RNP motifs) family protein
3.4466969866858024e-30,3.1451900708816547,0.07,0.01,7.990822293932364e-26,2,Caacu.v4.7G002230,Chr7,6541740,6546169,-,Ankyrin repeat family protein
1.0259525111115302e-29,1.5437435993131816,0.279,0.117,2.3785683017609717e-25,2,Caacu.v4.13G003710,Chr13,2746865,2747753,+,Gibberellin-regulated family protein
3.7399695105961453e-29,2.8188303679512288,0.1,0.017,8.670745313366103e-25,2,Caacu.v4.7G005240,Chr7,11072577,11073849,+,Stress responsive A/B Barrel Domain
5.552759416578208e-29,1.3357720015669576,0.137,0.033,1.2873517431394917e-24,2,Caacu.v4.9G011940,Chr9,15631648,15634584,-,Walls Are Thin
7.279917189991168e-29,1.522600749370389,0.259,0.103,1.6877760013275524e-24,2,Caacu.v4.20G003280,Chr20,2416294,2418494,-,Heavy metal transport/detoxification superfamily protein 
1.7086839337841744e-28,2.434509432661642,0.126,0.029,3.96141283208523e-24,2,Caacu.v4.2G014850,Chr2,20475605,20484049,-,seed imbibition
7.984232211918937e-28,2.570206061419014,0.099,0.017,1.8510643960112864e-23,2,Caacu.v4.20G003480,Chr20,2557774,2570808,-,conserved hypothetical protein
1.0132934875201965e-27,3.009025066492934,0.112,0.023,2.3492196214668235e-23,2,Caacu.v4.2G006990,Chr2,5364637,5365810,-,hypothetical protein
1.4250039693723831e-27,4.400653014224733,0.052,0.003,3.303729202592933e-23,2,Caacu.v4.9G015770,Chr9,18502423,18505906,+,IQ-domain
4.5511476672754404e-27,1.6719115258426287,0.209,0.076,1.0551380751811381e-22,2,Caacu.v4.18G011320,Chr18,11462866,11466543,+,pectin methylesterase PCR fragment F
4.934081775456134e-27,3.011958253889736,0.084,0.013,1.1439175188217502e-22,2,Caacu.v4.1G037420,Chr1,39208498,39209636,-,PHD finger protein
1.5409204347684904e-26,1.951702815949015,0.154,0.045,3.5724699359672683e-22,2,Caacu.v4.1G028130,Chr1,32162096,32178941,-,pleiotropic drug resistance
2.4166150593384763e-26,1.1187076832912255,0.544,0.379,5.602680353570324e-22,2,Caacu.v4.5G000100,Chr5,95956,103971,-,Homeodomain-like superfamily protein
2.658498977959397e-26,2.5343179715258097,0.11,0.024,6.163464030501066e-22,2,Caacu.v4.13G002560,Chr13,1883309,1895653,-,"Protein of unknown function, DUF547"
3.4067206400178974e-26,3.1862171479282084,0.062,0.006,7.898141131817493e-22,2,Caacu.v4.11G000650,Chr11,992621,1000357,-,Chaperone DnaJ-domain superfamily protein
